,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
19,20,1831,3430,4109,4264,4971,5157,5721,6174,6591,6859,7144,7417,7784,8160,8767,9219,9278,9278,10094,10229,10712,11076,11233,11313
20,21,1932,3599,4232,4435,5092,5432,5810,6370,6782,7116,7431,7600,7899,8424,8944,9412,9508,9539,10266,10337,10908,11276,11470,11520
21,22,2054,3789,4540,4651,5349,5610,5930,6678,7021,7344,7740,7899,8104,8549,9154,9606,9728,9769,10505,10648,11216,11551,11676,11749
22,23,2120,3861,4707,4785,5485,5850,6124,6768,7215,7556,7986,8141,8162,8679,9275,9855,9857,9962,10613,10776,11315,11787,11927,11999
23,24,2202,4111,4883,4921,5597,6090,6282,7037,7451,7741,8151,8320,8325,8797,9551,9961,10104,10214,10768,10949,11514,12027,12176,12183
24,25,2308,4347,5164,5165,5884,6324,6543,7192,7571,7903,8433,8583,8593,9058,9841,10135,10315,10402,11026,11159,11795,12242,12387,12500
25,26,2366,4560,5283,5385,5977,6448,6757,7369,7796,8128,8555,8731,8734,9143,9906,10297,10418,10615,11155,11280,11938,12415,12542,12604
26,27,2414,4611,5449,5592,6098,6665,6897,7590,7891,8181,8633,8875,8948,9287,10131,10420,10514,10828,11305,11477,12056,12576,12753,12831
27,28,2463,4785,5514,5799,6324,6782,7065,7647,7946,8407,8715,8986,9030,9437,10193,10530,10683,11010,11519,11702,12280,12746,12863,13042
28,29,2518,4929,5584,5958,6452,6993,7174,7723,8160,8522,8824,9168,9171,9591,10262,10763,10900,11175,11675,11841,12509,12829,12920,13089
29,30,2581,5113,5667,6067,6564,7227,7346,7838,8402,8619,9007,9405,9406,9819,10476,10969,11125,11331,11858,12084,12582,13028,13138,13319
30,31,2665,5246,5931,6196,6790,7422,7585,7980,8502,8725,9175,9576,9576,10066,10609,11074,11203,11434,12104,12236,12717,13209,13383,13541
31,32,2808,5520,6206,6485,7097,7570,7883,8280,8692,9032,9318,9733,9775,10280,10855,11219,11337,11542,12272,12458,12920,13381,13516,13726
32,33,2885,5606,6446,6725,7340,7642,8005,8351,8790,9207,9495,9880,9970,10507,10969,11361,11496,11607,12463,12633,13160,13533,13740,13960
33,34,3002,5754,6615,7009,7525,7842,8123,8498,9005,9498,9632,10066,10239,10770,11102,11522,11753,11869,12723,12837,13444,13716,13830,14097
34,35,3265,6101,7000,7483,7852,8154,8574,8943,9323,9829,10025,10359,10674,11022,11511,11936,12088,12334,12968,13150,13792,14015,14237,14446
35,36,3288,6135,7063,7650,8020,8175,8655,8987,9504,9845,10101,10540,10690,11093,11692,11996,12245,12376,12995,13182,13881,14038,14418,14478
36,37,3361,6359,7279,7727,8234,8292,8785,9105,9682,10038,10312,10617,10809,11285,11800,12123,12348,12516,13125,13274,13977,14265,14470,14611
37,38,3464,6608,7453,7993,8435,8541,9052,9210,9890,10200,10421,10744,10933,11534,11928,12231,12532,12781,13291,13397,14245,14404,14718,14725
38,39,3585,6800,7681,8250,8595,8798,9252,9499,10038,10496,10574,10912,11149,11700,12072,12503,12740,13011,13415,13554,14446,14514,14982,14998
