,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
25,26,3023,3201,3660,3680,3680,4183,4798,5396,5450,5852,5930,6265,7083,7625,7730,7788,8664,8990,9082,9098,10035,10128,10939,11120
26,27,3097,3249,3743,3773,3775,4238,4878,5482,5545,5919,5986,6321,7144,7690,7829,7837,8746,9054,9193,9197,10084,10215,11005,11219
27,28,3158,3319,3806,3820,3826,4294,4934,5545,5587,5974,6036,6379,7207,7754,7889,7889,8811,9120,9245,9246,10151,10268,11067,11290
28,29,3244,3383,3883,3913,3914,4361,5001,5617,5643,6045,6089,6428,7279,7820,7953,7953,8886,9214,9318,9330,10235,10319,11157,11364
29,30,3333,3460,3975,3991,3996,4432,5077,5700,5702,6122,6149,6500,7371,7903,8027,8045,8963,9307,9386,9399,10314,10385,11243,11446
30,31,3443,3551,4079,4087,4095,4519,5172,5806,5812,6229,6245,6582,7471,8007,8131,8131,9064,9421,9480,9497,10421,10476,11356,11548
31,32,3597,3674,4219,4222,4223,4650,5307,5949,5950,6353,6378,6710,7624,8156,8264,8266,9211,9574,9601,9630,10573,10595,11519,11689
32,33,3684,3743,4306,4308,4310,4721,5379,6025,6039,6429,6447,6775,7706,8250,8340,8350,9323,9664,9678,9699,10643,10653,11614,11768
33,34,3825,3853,4437,4442,4458,4830,5505,6147,6170,6541,6556,6868,7841,8386,8456,8460,9460,9802,9807,9821,10754,10774,11758,11902
34,35,4164,4174,4765,4773,4774,5088,5802,6497,6502,6835,6867,7133,8147,8709,8775,8776,9790,10142,10142,10164,11064,11072,12095,12248
35,36,4189,4195,4784,4784,4784,5116,5832,6525,6525,6856,6883,7140,8163,8723,8793,8794,9827,10163,10164,10183,11098,11098,12114,12271
36,37,4273,4276,4864,4865,4870,5191,5917,6608,6618,6918,6949,7201,8251,8809,8866,8867,9914,10244,10244,10245,11195,11195,12221,12358
37,38,4392,4393,4991,4993,5014,5289,6036,6727,6727,7020,7047,7293,8368,8921,8975,8987,10039,10371,10373,10401,11323,11327,12356,12476
38,39,4549,4553,5127,5129,5129,5390,6164,6892,6898,7148,7155,7414,8518,9071,9098,9100,10201,10521,10523,10523,11492,11503,12501,12613
