,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
13,14,1140,2487,2700,3030,3195,3851,3911,4492,4701,5092,5654,5699,6451,6451,6643,7394,7572,7901,8470,8748,9126,9150,10190,10198
14,15,1231,2663,2814,3146,3308,3974,4034,4617,4816,5203,5777,5813,6579,6579,6738,7520,7678,8013,8594,8865,9244,9245,10330,10331
15,16,1374,2885,2970,3302,3449,4137,4173,4776,4962,5349,5940,5969,6749,6750,6865,7681,7821,8157,8754,9017,9397,9404,10513,10513
16,17,1464,3030,3101,3433,3573,4276,4303,4915,5089,5475,6078,6123,6893,6893,6972,7822,7941,8281,8892,9148,9529,9531,10669,10670
17,18,1575,3166,3247,3557,3691,4406,4406,5046,5209,5593,6209,6247,7029,7096,7096,7962,8054,8399,9023,9271,9653,9671,10817,10818
18,19,1667,3297,3493,3682,3805,4542,4546,5175,5326,5706,6340,6347,7163,7209,7212,8109,8181,8512,9161,9390,9773,9775,10962,10962
19,20,1770,3477,3660,4004,4009,4716,4718,5344,5480,5862,6513,6531,7362,7370,7389,8280,8340,8665,9331,9552,9936,9937,11155,11203
20,21,1873,3653,3822,4166,4244,4885,4885,5509,5631,6014,6682,6683,7538,7539,7543,8447,8501,8813,9497,9710,10095,10098,11344,11397
21,22,1987,3853,4009,4351,4505,5078,5188,5693,5799,6186,6874,6887,7738,7738,7802,8634,8732,8981,9683,9917,10274,10275,11558,11629
22,23,2048,3986,4128,4472,4631,5206,5443,5822,5930,6301,7010,7072,7872,7872,7920,8764,8876,9096,9812,10074,10397,10404,11703,11754
23,24,2135,4144,4272,4617,4777,5357,5582,5972,6121,6438,7162,7190,8029,8031,8093,8916,9009,9231,9962,10216,10540,10540,11873,11874
24,25,2226,4315,4430,4774,4935,5522,5735,6133,6268,6626,7326,7348,8201,8201,8225,9079,9155,9376,10123,10384,10695,10701,12057,12059
25,26,2282,4425,4525,4872,5039,5626,5828,6242,6368,6721,7431,7650,8310,8315,8326,9189,9249,9473,10230,10484,10796,10859,12178,12178
26,27,2346,4533,4618,4969,5142,5729,5918,6349,6468,6814,7535,7731,8418,8422,8496,9297,9343,9569,10335,10583,10896,10959,12296,12296
27,28,2394,4643,4713,5067,5248,5834,6012,6458,6569,6910,7640,7813,8527,8527,8592,9408,9423,9666,10443,10684,10998,11042,12417,12418
28,29,2470,4760,4815,5172,5358,5944,6111,6573,6674,7011,7752,7901,8644,8646,8680,9524,9532,9768,10556,10791,11106,11121,12545,12546
29,30,2535,4887,4929,5288,5478,6066,6221,6697,6789,7122,7875,7996,8771,8773,8789,9650,9652,9879,10679,10907,11223,11239,12684,12688
30,31,2622,5041,5053,5428,5621,6214,6357,6843,6922,7254,8022,8112,8925,8926,8926,9797,9812,10010,10825,11045,11362,11425,12850,12851
31,32,2736,5232,5234,5605,5796,6398,6529,7021,7086,7419,8206,8255,9116,9121,9181,9977,9994,10171,11004,11216,11534,11589,13054,13055
32,33,2813,5359,5364,5720,5915,6520,6638,7144,7217,7529,8328,8350,9243,9246,9308,10102,10174,10282,11127,11332,11651,11676,13193,13193
33,34,2915,5533,5536,5880,6076,6688,6794,7308,7395,7680,8495,8497,9418,9418,9469,10268,10307,10429,11291,11489,11809,11818,13380,13381
34,35,3170,5909,5974,6235,6411,7055,7147,7642,7781,8003,8857,8863,9796,9860,9860,10606,10632,10735,11636,11820,12141,12186,13776,13778
35,36,3188,5974,6068,6290,6477,7115,7196,7713,7848,8060,8919,8919,9860,9924,9924,10678,10679,10797,11703,11882,12204,12229,13850,13851
36,37,3269,6127,6169,6402,6594,7233,7302,7834,7975,8167,9038,9042,9984,10031,10041,10800,10806,10905,11822,11994,12317,12380,13997,13997
37,38,3377,6284,6311,6546,6739,7384,7444,7983,8137,8303,9189,9193,10141,10165,10167,10951,10957,11039,11971,12136,12460,12515,14166,14167
38,39,3496,6475,6476,6711,6904,7557,7589,8151,8321,8458,9361,9361,10321,10321,10326,11121,11135,11190,12140,12297,12622,12673,14359,14360
