,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
20,21,2278,2935,3644,4290,4894,5522,6002,6699,7281,7732,8423,8977,9481,9626,10342,10509,10741,11464,11660,12233,12300,12534,12728,13270
21,22,2434,3068,3801,4507,5063,5716,6253,6872,7426,7992,8592,9240,9713,9948,10659,10806,11055,11786,11982,12549,12576,12819,13004,13559
22,23,2521,3168,3892,4595,5166,5797,6328,6950,7502,8052,8686,9335,10014,10229,10910,11047,11304,12039,12235,12798,12805,13054,13234,13796
23,24,2626,3259,4009,4706,5295,5913,6430,7060,7623,8147,8800,9444,10119,10507,11133,11308,11591,12318,12514,13072,13074,13306,13487,14051
24,25,2753,3374,4133,4839,5453,6040,6559,7184,7723,8246,8954,9583,10251,10751,11322,11581,11878,12610,12806,13359,13365,13570,13763,14318
25,26,2821,3438,4223,4923,5512,6103,6645,7259,7778,8297,9047,9650,10319,10856,11423,11800,12103,12838,13034,13585,13593,13785,14035,14535
26,27,2900,3524,4296,4993,5587,6189,6704,7315,7846,8377,9105,9716,10381,10926,11507,11978,12326,12980,13260,13809,13810,14000,14254,14750
27,28,2969,3583,4366,5081,5658,6248,6756,7385,7914,8431,9165,9789,10444,10994,11571,12061,12518,13035,13489,14021,14061,14220,14475,14968
28,29,3028,3656,4445,5166,5739,6323,6821,7469,7987,8487,9256,9870,10530,11076,11647,12125,12597,13105,13618,14152,14279,14438,14702,15190
29,30,3101,3729,4530,5257,5825,6403,6884,7547,8063,8548,9341,9947,10602,11161,11726,12212,12673,13189,13705,14247,14505,14664,14939,15422
30,31,3209,3822,4642,5377,5933,6512,6982,7649,8165,8627,9453,10060,10713,11273,11835,12306,12794,13300,13831,14359,14747,14908,15199,15674
31,32,3340,3953,4796,5531,6085,6661,7110,7791,8294,8753,9607,10206,10854,11434,11980,12434,12946,13455,13985,14504,14946,15179,15493,15957
32,33,3422,4026,4889,5625,6186,6745,7189,7871,8375,8815,9698,10294,10942,11520,12059,12513,13030,13548,14085,14591,15054,15405,15729,16188
33,34,3548,4149,5026,5764,6325,6881,7291,8007,8492,8921,9839,10437,11073,11663,12189,12633,13165,13678,14218,14730,15157,15547,15938,16354
34,35,3863,4449,5376,6125,6682,7206,7589,8333,8805,9213,10191,10785,11388,12016,12517,12958,13490,14033,14563,15077,15455,15819,16264,16660
35,36,3891,4492,5399,6150,6705,7231,7626,8365,8824,9231,10228,10804,11418,12039,12551,12981,13520,14054,14593,15104,15480,15851,16291,16685
36,37,3978,4570,5497,6237,6802,7321,7700,8460,8900,9304,10342,10896,11508,12123,12643,13059,13615,14141,14689,15190,15544,15915,16363,16767
37,38,4097,4678,5620,6369,6928,7440,7800,8576,9007,9404,10484,11010,11619,12236,12768,13171,13729,14262,14813,15310,15635,16006,16470,16860
38,39,4241,4803,5777,6528,7063,7583,7911,8726,9137,9523,10652,11151,11749,12388,12923,13300,13878,14418,14962,15452,15740,16102,16600,16988
