,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
28,29,3320,6125,6816,7001,7121,7435,7850,8380,8578,8973,9314,9799,10243,10687,10856,11034,11620,11770,12066,12432,12797,13243,13534,14286
29,30,3422,6346,7007,7227,7362,7650,8068,8573,8767,9190,9529,10020,10444,10914,11096,11250,11844,11987,12264,12647,13011,13458,13749,14508
30,31,3536,6561,7267,7449,7558,7864,8282,8819,9005,9407,9747,10240,10688,11138,11309,11464,12063,12203,12490,12855,13222,13673,13963,14737
31,32,3695,6815,7495,7711,7831,8108,8531,9045,9221,9656,9993,10494,10926,11404,11588,11710,12321,12451,12715,13098,13463,13919,14207,14996
32,33,3789,6975,7691,7870,8051,8273,8693,9235,9412,9819,10158,10658,11108,11563,11735,11916,12481,12614,12895,13260,13627,14083,14372,15161
33,34,3925,7250,7967,8158,8292,8538,8962,9503,9663,10091,10428,10937,11391,11856,12014,12165,12763,12884,13155,13518,13887,14350,14637,15453
34,35,4279,7602,8366,8535,8699,8873,9304,9870,10004,10438,10772,11300,11766,12242,12373,12546,13129,13228,13478,13842,14213,14691,14972,15836
35,36,4309,7639,8391,8572,8735,8916,9322,9900,10030,10454,10797,11339,11787,12269,12396,12577,13156,13238,13516,13879,14248,14710,14990,15870
36,37,4399,7870,8632,8804,8970,9145,9551,10133,10273,10684,11026,11573,12024,12511,12630,12807,13391,13467,13739,14101,14471,14937,15216,16111
37,38,4522,8079,8845,9015,9181,9353,9757,10342,10494,10891,11233,11783,12236,12724,12839,13015,13602,13674,13943,14306,14675,15144,15422,16324
38,39,4669,8329,9109,9266,9437,9600,10004,10595,10743,11140,11480,12037,12494,12989,13093,13264,13857,13921,14182,14543,14915,15388,15664,16588
